Category	Term	Counts	ListSize	PopHit	Pop.Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Mutants	down by crtc-1 and aak-2 mutant (Burkewitz)	71	185	873	29469	3.32E-43	7.62E-40	2.72E-41	"col-10,C02E7.6,C02E7.7,C04G6.2,C05E7.2,col-125,col-107,col-180,col-14,col-161,col-130,F10D11.6,ugt-41,col-12,col-13,col-60,F28H7.8,ram-2,F41F3.3,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,col-159,col-104,H10E21.4,K01D12.9,K02E11.10,col-49,col-77,R07E3.4,R07E5.4,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,pqn-63,T06E4.12,T06E4.14,T06E4.8,T06E4.9,col-168,col-167,col-170,T10E9.3,col-157,grd-6,T19C3.2,T21C9.9,mup-2,pqn-74,col-88,gln-3,col-120,col-162,lact-8,Y47D3B.6,Y47D7A.13,Y47D7A.15,col-71,Y51H7C.13,rol-1,grl-16,bli-6,abu-14,ZK180.5,col-63,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/25723162
DAF/Insulin/food	UP daf-2 (e1370) vs. wildtype	117	185	3720	29469	1.01E-41	2.33E-39	8.02E-42	"col-149,clec-52,col-145,col-10,B0280.7,ttr-18,C02E7.6,C02E7.7,abu-8,C05E7.2,C06A1.2,doxa-1,C06E8.5,col-39,gpx-5,C15A11.4,col-125,col-107,C42D4.3,col-180,C44C10.3,col-14,dct-5,col-130,col-91,ifb-1,F10D11.6,ugt-41,F11E6.4,F15B9.8,col-12,pes-8,F20D6.5,chw-1,F28H7.8,F35H10.10,ram-2,col-139,grl-4,F53B1.4,col-155,col-121,col-160,ttr-31,col-104,arrd-10,H10E21.4,ugt-13,dpy-14,K01D12.9,ttr-2,tyr-2,K10H10.4,col-77,lips-17,R12E2.7,R74.2,grd-14,T01D1.3,T01G5.1,phat-4,pqn-63,T06E4.14,col-147,col-146,T06E4.8,T06E4.9,col-168,col-167,col-169,col-170,T10E9.3,col-157,col-142,col-141,grd-6,T19C3.2,ugt-9,T21C9.9,ptr-16,hsp-12.1,mup-2,toh-1,W01A8.6,pqn-72,W01F3.1,pqn-74,col-94,col-92,grd-13,W06A11.1,ins-33,gln-3,Y37E11B.7,col-109,Y41D4B.6,lact-8,grsp-1,clec-174,Y47D3B.6,Y47D7A.13,Y47D7A.15,grl-5,Y48G1BR.1,col-71,Y51H7C.13,col-48,Y58A7A.1,grl-16,hex-5,Y71G12B.25,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/22482728
Microbes	down by MC-BA (M. aeruginosa)	80	185	1328	29469	1.99E-41	4.55E-38	1.52E-39	"col-149,col-145,B0280.7,nspb-10,C02E7.6,abu-8,C04G6.2,C05E7.2,col-39,col-7,col-62,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,dct-5,col-130,col-91,F10D11.6,F15B9.8,col-60,ram-2,F41F3.3,col-139,decr-1.1,F48G7.5,F53B1.4,cut-2,col-104,H10E21.4,K01D12.9,tyr-2,col-49,K10H10.4,col-77,R12E2.14,R12E2.15,R12E2.7,grd-14,pqn-63,col-147,T06E4.8,T06E4.9,col-168,col-167,col-169,col-170,T10E9.3,col-141,grd-6,T20D4.5,W01A8.6,pqn-72,pqn-74,W05B2.7,col-88,col-120,col-162,col-109,Y47D3B.6,Y47D7A.13,grl-5,col-71,col-137,Y51H7C.13,col-48,rol-1,grl-16,hex-5,dao-4,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/25994267
Other	"Cluster 6, cycling expression postembryonic"	46	185	218	29469	1.14E-39	2.62E-36	8.46E-39	"B0280.7,nspb-10,C02E7.6,C02E7.7,C05E7.2,col-14,col-161,col-130,col-91,F15B9.8,col-12,col-13,col-81,F41F3.3,col-133,F53B1.4,cut-2,col-104,H10E21.4,K01D12.9,K02E11.10,col-77,R12E2.15,R12E2.7,grd-14,pqn-63,T06E4.12,T06E4.14,T06E4.8,T06E4.9,col-157,grd-6,T19C3.2,T21C9.9,ptr-16,W01A8.6,col-162,col-109,Y47D3B.6,Y47D7A.13,grl-5,grl-16,col-97,ZK180.5,ZK180.6,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/24036951
Chemicals/stress	down by arsenite at 48h	42	185	158	29469	3.47E-40	7.95E-37	2.48E-37	"col-10,abu-8,C05E7.2,col-39,col-125,col-107,C45B2.2,col-14,col-130,F10D11.6,ram-2,F41F3.3,F53B1.4,F53F1.4,cut-2,col-104,H10E21.4,col-77,R12E2.7,R74.2,grd-14,phat-4,T06E4.14,col-147,col-168,col-167,col-169,grd-6,T19C3.2,T21C9.9,pqn-74,grd-13,Y47D3B.6,Y47D7A.13,grl-5,col-48,grl-16,col-97,abu-14,ZK180.5,ZK180.6,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/23534459
Mutants	UP by dpy-21 mutant (Delaney)	72	185	1027	29469	1.32E-38	3.03E-35	9.19E-38	"col-145,B0280.7,B0310.6,C02E7.6,C02E7.7,abu-8,C04G6.2,C05E7.2,col-39,C15A11.4,col-125,col-107,C42D4.3,col-180,col-14,col-161,dct-5,col-130,F10D11.6,F15B9.8,col-12,col-13,pes-8,ram-2,F41F3.3,F48G7.5,col-133,F53B1.4,F53F1.4,cut-2,col-155,col-104,H10E21.4,K01D12.9,K02E11.10,nas-3,K10H10.4,col-77,R12E2.14,R12E2.15,R12E2.7,R74.2,grd-14,phat-4,pqn-63,T06E4.12,T06E4.14,col-146,T06E4.8,T06E4.9,col-157,grd-6,T19C3.2,T21C9.9,ptr-16,rnr-1,pqn-72,pqn-74,col-162,col-109,Y47D3B.6,Y47D7A.13,grl-5,col-48,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	https://www.ncbi.nlm.nih.gov/pubmed/28209779
DAF/Insulin/food	UP by daf-16 mutant (Delaney)	78	185	1352	29469	2.02E-37	4.62E-35	1.36E-35	"col-145,B0280.7,B0310.6,C02E7.6,C02E7.7,abu-8,C04G6.2,C05E7.2,C06E8.5,C15A11.4,col-125,C42D4.3,col-180,C45B2.3,col-14,col-161,dct-5,F08F3.4,col-130,F10D11.6,F15B9.8,col-12,col-13,pes-8,F20D6.5,ram-2,F41F3.3,F48G7.5,col-133,F53B1.4,F53F1.4,cut-2,col-155,col-104,H10E21.4,K01D12.9,K02E11.10,nas-3,K10H10.4,col-77,R12E2.14,R12E2.15,R12E2.7,R74.2,grd-14,phat-4,pqn-63,T06E4.12,T06E4.14,col-146,T06E4.8,T06E4.9,col-157,grd-6,T19C3.2,T21C9.9,ptr-16,hsp-12.1,rnr-1,pqn-72,pqn-74,col-162,col-109,Y47D3B.6,Y47D7A.13,Y47D7A.15,grl-5,col-48,Y58A7A.1,grl-16,Y71G12B.25,dao-4,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	https://www.ncbi.nlm.nih.gov/pubmed/28209779
Mutants	Down L3 hpl-2 mutant	60	185	610	29469	3.07E-38	7.03E-35	2.01E-35	"clec-52,B0222.5,col-145,B0310.6,nspb-10,C02E7.7,abu-8,C05E7.2,doxa-1,C06E8.5,col-39,gpx-5,C42D4.3,col-180,col-161,dct-5,col-130,col-91,col-13,pes-8,F28H7.8,col-81,ram-2,grl-4,F48G7.5,col-133,F53F1.4,cut-2,col-159,col-104,H10E21.4,K01D12.9,tyr-2,K10H10.4,col-77,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,T01G5.1,pqn-63,T06E4.12,T06E4.14,col-147,T06E4.8,T06E4.9,T10E9.3,grd-6,T21C9.9,toh-1,W01A8.6,pqn-74,col-92,grd-13,col-109,Y47D3B.6,Y47D7A.13,col-137,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/22185090
Microbes	"down by B. thuringiensis (BT247), 12h"	76	185	1262	29469	3.29E-38	7.55E-35	2.1E-35	"col-149,clec-52,col-145,nspb-10,C02E7.6,C02E7.7,abu-8,C04G6.2,C05E7.2,doxa-1,gpx-5,col-7,col-62,col-125,C39B5.5,C42D4.3,col-180,C45B2.2,col-161,dct-5,F08F3.4,col-130,F10D11.6,ugt-41,col-12,col-13,F20D6.5,col-60,col-81,ram-2,col-139,grl-4,sir-2.3,F48G7.5,col-133,F53F1.4,cut-2,col-154,col-159,ttr-31,col-104,arrd-10,dpy-14,nas-3,tyr-2,col-129,col-77,R07E3.4,R07E5.4,grd-14,T01G5.1,phat-4,pqn-63,T06E4.14,col-147,col-146,T06E4.8,T06E4.9,col-167,col-170,col-157,col-142,col-141,grd-6,ugt-9,pqn-74,col-92,W05B2.7,grd-13,col-120,col-162,Y37E11B.7,Y47D7A.13,Y47D7A.15,col-137,Y58A7A.1"	http://www.ncbi.nlm.nih.gov/pubmed/27066825
Mutants	"down by mir-58, mir-80, mir-81, mir-82 mutant"	67	185	869	29469	4.47E-37	1.02E-33	2.77E-35	"col-149,col-145,col-10,nspb-10,C02E7.6,C02E7.7,abu-8,C05E7.2,doxa-1,col-39,gpx-5,ins-12,col-125,C42D4.3,col-180,C45B2.2,C45B2.3,col-161,dct-5,F08F3.4,col-91,col-12,col-13,ram-2,grl-4,F48G7.5,col-133,cut-2,col-154,col-155,col-159,col-160,ttr-31,H10E21.4,ugt-13,K01D12.9,K02E11.10,R07E3.4,R07E5.4,lips-17,R12E2.15,grd-14,T01D1.3,T01G5.1,phat-4,pqn-63,T06E4.12,T06E4.14,col-147,col-146,T06E4.8,T06E4.9,col-168,col-170,col-157,ugt-9,T21C9.9,hsp-12.1,mup-2,pqn-74,col-94,col-92,ins-33,col-162,Y47D3B.6,Y47D7A.13,hex-5"	http://www.ncbi.nlm.nih.gov/pubmed/26232411
Mutants	down by ife-1 mutant polysome	69	185	953	29469	5.26E-38	1.21E-33	3.17E-35	"col-149,col-145,B0280.7,B0310.6,ttr-18,nspb-10,C02E7.6,C02E7.7,abu-8,C05E7.2,C06A1.2,C06E8.5,col-39,gpx-5,col-107,col-180,C45B2.2,col-14,col-161,dct-5,col-130,col-91,ifb-1,F15B9.8,F15E11.1,ram-2,decr-1.1,F48G7.5,F53B1.4,F53F1.4,cut-2,ttr-31,col-104,H10E21.4,tyr-2,K10H10.4,col-77,R07E5.4,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,phat-4,pqn-63,col-147,T06E4.9,col-169,col-170,T10E9.3,col-141,grd-6,hsp-12.1,pqn-74,ins-33,col-162,Y37E11B.7,col-109,Y47D3B.6,grl-5,col-48,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/26542024
Development/Dauer/Aging	down by Dauer vs. Dauer recovery 12 h (McElwee)	73	185	1166	29469	5.19E-37	1.19E-33	3.02E-35	"col-149,clec-52,col-145,col-10,C02E7.6,C02E7.7,doxa-1,col-39,col-125,col-107,col-180,C45B2.2,col-14,F08F3.4,col-130,col-91,ifb-1,F10D11.6,F15B9.8,F15E11.1,col-12,col-13,chw-1,F35H10.10,col-81,ram-2,F41F3.3,col-139,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,col-159,col-160,col-104,K01D12.9,nas-3,col-49,col-129,col-77,R12E2.14,R12E2.15,R12E2.7,R74.2,grd-14,T01D1.3,srh-46,col-146,T06E4.8,T06E4.9,col-157,col-142,col-141,grd-6,T21C9.9,ptr-16,mup-2,W01A8.6,pqn-74,col-94,col-92,col-88,col-120,Y47D3B.6,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/15308663
Mutants	down by crh-1(tz2) mutant	70	185	1030	29469	5.26E-37	1.21E-32	3.02E-35	"col-149,C02E7.7,C05E7.2,C06E8.5,col-39,col-62,col-125,C42D4.3,C45B2.2,col-14,col-161,E01G4.6,dct-5,col-130,col-91,ugt-41,col-13,col-60,nlp-24,col-81,F41F3.3,col-139,col-133,cut-2,col-154,col-155,col-159,col-160,col-104,H10E21.4,ugt-13,tyr-2,col-49,K10H10.4,col-129,col-77,R12E2.15,R12E2.7,grd-14,tbb-6,col-146,col-167,col-169,col-170,T10E9.3,col-142,col-141,grd-6,toh-1,pqn-74,col-92,W05B2.7,col-88,col-120,Y47D7A.13,Y47D7A.15,grl-5,col-71,col-137,Y51H7C.13,col-48,rol-1,grl-16,bli-6,dao-4,col-97,abu-14,ZK180.6,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/17900898
Mutants	UP by wrn-1 mutant	59	185	614	29469	1.09E-35	2.49E-32	6.08E-35	"col-149,col-10,C02E7.6,C02E7.7,C04G6.2,C06E8.5,col-39,col-125,col-107,C42D4.3,col-180,col-161,dct-5,col-130,col-91,col-12,col-13,F20D6.5,ram-2,F41F3.3,grl-4,F48G7.5,col-133,F53F1.4,cut-2,col-154,col-155,col-159,col-160,ugt-13,K01D12.9,K02E11.10,nas-3,tyr-2,K10H10.4,col-77,lips-17,R12E2.14,R12E2.15,grd-14,col-147,col-146,col-168,col-167,col-170,col-157,col-142,col-141,grd-6,T21C9.9,col-94,col-92,grd-13,col-162,clec-174,Y47D7A.13,grl-16,ZK180.5,ZK180.6"	http://www.ncbi.nlm.nih.gov/pubmed/25346348
Chemicals/stress	Down by MWCNT 4H vs. 0H	56	185	532	29469	4.66E-36	1.07E-31	2.55E-33	"B0310.6,nspb-10,C02E7.6,C02E7.7,abu-8,C05E7.2,col-39,C42D4.3,col-180,C45B2.2,col-161,dct-5,col-130,ifb-1,F10D11.6,ugt-41,col-60,ram-2,F41F3.3,grl-4,F53F1.4,ttr-31,col-104,H10E21.4,ugt-13,K01D12.9,col-49,col-77,R07E3.4,R07E5.4,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,phat-4,pqn-63,grd-6,ugt-9,toh-1,pqn-74,col-88,col-120,col-162,col-109,Y47D3B.6,Y47D7A.13,col-71,col-137,Y51H7C.13,col-48,rol-1,Y58A7A.1,col-97,abu-14,ZK180.5"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847
Other	UP in sleep vs. wake	52	185	432	29469	3.43E-34	7.87E-32	1.83E-32	"B0310.6,nspb-10,C02E7.6,C02E7.7,abu-8,C05E7.2,C06E8.5,gpx-5,ins-12,C42D4.3,col-161,dct-5,col-130,col-13,col-60,F28H7.8,nlp-24,grl-4,F48G7.5,col-133,F53F1.4,col-155,H10E21.4,tyr-2,K10H10.4,lips-17,R12E2.7,grd-14,phat-4,pqn-63,T06E4.12,T06E4.8,T06E4.9,T10E9.3,col-141,grd-6,T21C9.9,toh-1,W01A8.6,pqn-74,W05B2.7,col-88,col-120,grsp-1,Y47D3B.6,Y47D7A.13,Y48G1BR.1,col-137,grl-16,abu-14,ZK180.5,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/25409030
Mutants	down by lin-45 mutant (Burton)	74	185	1294	29469	4.77E-34	1.09E-30	2.49E-32	"B0034.7,B0280.7,C02E7.6,C02E7.7,C05E7.2,C06E8.5,C15A11.4,col-125,C40A11.10,col-180,col-14,C53A5.2,dct-5,col-130,F10D11.6,F15B9.8,col-12,pes-8,F35H10.10,ram-2,F41F3.3,F48G7.5,F53B1.4,cut-2,col-121,col-104,H10E21.4,dpy-14,K01D12.9,K10H10.4,col-77,R07E5.4,R12E2.14,R12E2.15,R12E2.7,R74.2,grd-14,T01D1.3,T01G5.1,pqn-63,T06E4.12,T06E4.14,T06E4.8,T06E4.9,T10E9.3,col-157,grd-6,T19C3.2,T21C9.9,ptr-16,hsp-12.1,toh-1,W01A8.6,pqn-72,W01F3.1,pqn-74,W06A11.1,col-109,Y41D4B.6,lact-8,Y47D3B.6,Y47D7A.13,grl-5,Y48G1BR.1,col-48,Y58A7A.1,grl-16,hex-5,Y71G12B.25,col-97,abu-14,ZK180.5,ZK180.6,wrt-4"	https://www.ncbi.nlm.nih.gov/pubmed/28166192
Chemicals/stress	UP Formaldehyde exposure 24H	61	185	737	29469	1.03E-34	2.37E-30	5.27E-33	"col-145,col-10,ttr-18,nspb-10,col-39,col-7,col-62,col-125,col-107,col-180,C45B2.2,col-161,E01G4.6,dct-5,col-91,ugt-41,col-12,col-13,col-60,col-81,ram-2,col-139,grl-4,decr-1.1,col-133,col-154,col-155,col-159,col-160,ttr-31,col-104,ugt-13,tyr-2,col-49,col-129,col-77,R12E2.7,grd-14,phat-4,col-147,col-146,col-168,col-167,col-169,col-170,T10E9.3,col-157,col-142,col-141,col-94,col-92,col-120,col-162,col-109,Y47D7A.13,col-71,col-137,Y51H7C.13,rol-1,col-97,col-63"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013
Mutants	Activated by glp-1 mutant (Germ cell absence)	73	185	1303	29469	1.14E-32	2.62E-31	5.7E-32	"col-149,col-145,col-10,ttr-18,C05E7.2,col-39,col-62,col-125,col-107,C39B5.5,C42D4.3,col-180,C45B2.2,col-14,E01G4.6,col-130,col-91,F10D11.6,ugt-41,col-12,col-13,ttm-2,F28H7.8,col-81,ram-2,col-139,decr-1.1,col-133,F53F1.4,col-155,col-159,col-104,K02E11.10,nas-3,tyr-2,col-49,col-129,col-77,R07E3.4,R07E5.4,grd-14,tbb-6,col-147,col-167,col-169,T10E9.3,col-157,col-142,toh-1,W01F3.1,pqn-74,col-94,col-92,grd-13,col-88,col-120,col-109,lact-8,grsp-1,Y47D7A.13,Y47D7A.15,col-71,Y51H7C.13,rol-1,Y58A7A.1,grl-16,Y71H2AM.13,bli-6,dao-4,col-97,ZK180.6,col-63,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/26196144
Mutants	Down Nep-1 mutant larval	41	185	206	29469	3.02E-33	6.93E-30	1.47E-30	"col-145,B0280.7,C02E7.6,C05E7.2,col-180,col-14,col-161,dct-5,col-130,col-91,F10D11.6,F15E11.1,ram-2,F53F1.4,cut-2,col-104,H10E21.4,K01D12.9,col-77,R07E5.4,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,pqn-63,grd-6,ptr-16,W01A8.6,col-162,col-109,lact-8,Y47D3B.6,Y47D7A.13,grl-5,col-48,grl-16,col-97,abu-14,ZK180.5,ZK180.6"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE32339
Mutants	UP unc-62 RNAi	35	185	115	29469	6.11E-34	1.4E-28	2.92E-30	"col-145,C02E7.6,C02E7.7,col-39,col-125,col-107,col-180,col-14,col-161,E01G4.6,col-12,col-81,ram-2,F41F3.3,col-139,col-133,F53F1.4,cut-2,col-159,col-104,col-49,col-129,col-77,R12E2.14,R12E2.15,R12E2.7,col-147,col-146,col-142,col-88,Y47D7A.13,col-48,rol-1,col-97,col-63"	http://www.ncbi.nlm.nih.gov/pubmed/23468654
DAF/Insulin/food	down by dafachronic acid (daf-12 activated)	60	185	757	29469	9.89E-33	2.27E-28	4.63E-31	"B0222.5,col-145,B0310.6,nspb-10,C02E7.6,C02E7.7,abu-8,C06E8.5,col-39,gpx-5,col-107,col-180,C45B2.2,C45B2.3,col-14,col-161,dct-5,col-130,col-91,F10D11.6,col-12,col-13,F28H7.8,ram-2,decr-1.1,F48G7.5,F53F1.4,col-121,col-159,col-104,H10E21.4,ugt-13,tyr-2,K10H10.4,col-77,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,phat-4,pqn-63,T06E4.8,T06E4.9,grd-6,toh-1,pqn-74,col-88,Y37E11B.7,col-109,Y47D3B.6,Y47D7A.13,col-137,col-48,grl-16,col-97,abu-14,ZK180.6,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/25774872
Mutants	UP by hyl-2 mutant	50	185	454	29469	3.24E-31	7.43E-29	1.49E-28	"col-149,col-145,col-10,col-7,col-62,col-125,C42D4.3,col-180,C45B2.2,col-161,E01G4.6,col-91,col-12,col-13,col-60,col-81,ram-2,col-139,col-133,cut-2,col-159,col-104,K02E11.10,col-49,col-129,col-77,tbb-6,T06E4.12,col-147,col-146,col-167,col-157,col-142,pqn-74,col-92,W05B2.7,col-88,col-120,col-162,col-109,Y47D7A.13,Y47D7A.15,col-71,col-137,rol-1,grl-16,col-97,ZK180.5,ZK180.6,col-63"	https://www.ncbi.nlm.nih.gov/pubmed/27507791
Mutants	UP tax-6 null	64	185	986	29469	7.11E-31	1.63E-26	3.2E-28	"clec-52,B0222.5,col-145,nspb-10,abu-8,C05E7.2,C06E8.5,col-39,col-62,col-107,C42D4.3,col-180,col-161,dct-5,col-91,F10D11.6,col-12,col-13,col-60,F28H7.8,col-81,col-139,grl-4,decr-1.1,F48G7.5,col-133,col-159,col-160,H10E21.4,ugt-13,K01D12.9,tyr-2,K08H2.7,K10H10.4,col-129,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,pqn-63,col-147,col-146,T06E4.8,T06E4.9,T10E9.3,col-142,col-141,grd-6,toh-1,pqn-72,pqn-74,W05B2.7,col-88,ins-33,col-120,Y37E11B.7,Y47D3B.6,Y47D7A.13,Y47D7A.15,col-137,grl-16,ZK180.5"	http://www.ncbi.nlm.nih.gov/pubmed/21331044
DAF/Insulin/food	UP by Resveratrol Treatment in daf-16 mutant	65	185	1043	29469	1.42E-29	3.26E-26	6.27E-29	"clec-52,B0310.6,C02E7.6,C02E7.7,col-7,col-62,col-107,col-161,col-130,col-91,F10D11.6,ugt-41,F15B9.8,col-12,col-13,pes-8,col-60,chw-1,col-81,ram-2,F41F3.3,col-139,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,col-104,K01D12.9,col-49,col-129,col-77,R07E5.4,R12E2.14,R12E2.15,R12E2.7,R74.2,grd-14,T01D1.3,pqn-63,T06E4.8,T06E4.9,T10E9.3,col-157,grd-6,T21C9.9,toh-1,pqn-74,col-88,col-120,col-109,Y47D3B.6,Y47D7A.13,col-71,Y51H7C.13,rol-1,dao-4,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/16256736
Mutants	Down xbp-1 mutant on daf-2(e1370)	39	185	199	29469	1.61E-29	3.7E-26	6.97E-29	"col-149,B0280.7,C02E7.6,C02E7.7,col-107,C42D4.3,col-14,E01G4.6,col-130,F15B9.8,col-60,F48G7.5,F53B1.4,col-104,H10E21.4,K01D12.9,col-49,K10H10.4,R12E2.14,R12E2.15,R12E2.7,col-167,col-170,grd-6,T21C9.9,col-88,col-120,col-162,col-109,Y47D7A.13,grl-5,col-71,col-137,Y51H7C.13,grl-16,dao-4,col-97,ZK180.5,ZK180.6"	http://www.ncbi.nlm.nih.gov/pubmed/20460307
DAF/Insulin/food	"UP by TGFbeta, adults"	84	185	2162	29469	1.04E-28	2.38E-26	4.37E-28	"B0222.5,col-145,ttr-18,C02E7.6,C02E7.7,C05E7.2,C06A1.2,C06E8.5,col-39,C15A11.4,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,dct-5,col-130,col-91,ifb-1,F10D11.6,ugt-41,F15E11.1,col-13,pes-8,chw-1,F35H10.10,F41F3.3,col-139,grl-4,decr-1.1,F48G7.5,F53F1.4,cut-2,col-155,col-159,col-160,ttr-31,col-104,arrd-10,H10E21.4,ugt-13,K01D12.9,tyr-2,K10H10.4,col-77,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,T01G5.1,phat-4,col-146,col-167,T10E9.3,col-157,T12A2.1,col-141,grd-6,hsp-12.1,mup-2,toh-1,W01A8.6,pqn-72,W01F3.1,pqn-74,col-94,col-92,gln-3,col-109,lact-8,Y47D7A.13,grl-5,col-48,Y58A7A.1,grl-16,hex-5,bli-6,ZK180.5,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/17900898
Mutants	UP by hlh-25 mutant	50	185	487	29469	1.05E-28	2.4E-25	4.37E-28	"col-149,col-145,nspb-10,C02E7.6,C02E7.7,abu-8,col-39,gpx-5,col-7,col-125,acs-19,C42D4.3,col-180,E01G4.6,col-130,col-91,F15E11.1,col-12,ram-2,F41F3.3,grl-4,F53F1.4,col-104,H10E21.4,col-49,col-77,R12E2.14,R12E2.15,R12E2.7,grd-14,phat-4,col-147,col-167,col-169,col-157,col-142,grd-6,pqn-74,col-88,col-109,Y47D3B.6,Y47D7A.13,col-48,rol-1,grl-16,col-97,abu-14,ZK180.5,ZK180.6,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/26438299
Mutants	UP spr-5 mutant (sprf13 vs. N2)	75	185	1609	29469	1.4E-28	3.22E-25	5.75E-27	"col-149,B0222.5,col-10,nspb-10,C02E7.6,C02E7.7,abu-8,C05E7.2,col-39,col-125,C42D4.3,C45B2.2,col-14,E01G4.6,dct-5,col-130,col-91,F10D11.6,ugt-41,F15E11.1,col-12,col-13,pes-8,col-60,col-81,col-139,decr-1.1,col-133,F53B1.4,F53F1.4,col-154,col-155,col-159,col-160,col-104,H10E21.4,K01D12.9,nas-3,col-49,col-129,R07E5.4,R12E2.7,R74.2,grd-14,tbb-6,phat-4,col-146,T06E4.8,T06E4.9,T10E9.3,col-157,col-142,T19C3.2,T20D4.5,T21C9.9,pqn-74,col-94,col-92,col-88,ins-33,col-120,col-109,Y47D7A.15,grl-5,col-71,Y51H7C.13,col-48,rol-1,Y58A7A.1,grl-16,col-97,ZK180.5,ZK180.6,col-63,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/19379696
Mutants	down by daf-9 mutant	56	185	701	29469	1.75E-28	4.02E-25	7.06E-28	"nspb-10,C04G6.2,C42D4.3,col-14,E01G4.6,col-130,F10D11.6,F15B9.8,pes-8,col-60,F35H10.10,F41F3.3,F48G7.5,F53B1.4,col-104,H10E21.4,K01D12.9,K02E11.10,col-49,K10H10.4,col-77,R12E2.14,R12E2.15,R74.2,grd-14,pqn-63,T06E4.12,T06E4.14,T06E4.8,T06E4.9,col-167,col-169,T10E9.3,grd-6,T19C3.2,ptr-16,col-88,col-120,col-162,col-109,lact-8,Y47D3B.6,Y47D7A.15,grl-5,col-71,Y51H7C.13,rol-1,grl-16,Y71G12B.25,dao-4,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41661
DAF/Insulin/food	UP Food vs. Starve 15H	55	185	664	29469	1.83E-28	4.19E-25	7.22E-28	"B0222.5,nspb-10,C02E7.6,C02E7.7,abu-8,doxa-1,gpx-5,col-180,C45B2.2,col-14,col-161,F08F3.4,col-130,col-91,F10D11.6,F15B9.8,col-12,col-13,nlp-24,grl-4,F53F1.4,cut-2,col-155,col-159,col-160,col-104,H10E21.4,ugt-13,K01D12.9,tyr-2,K10H10.4,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,T01G5.1,phat-4,col-146,T06E4.8,T06E4.9,col-167,T10E9.3,grd-6,toh-1,W01F3.1,col-94,col-109,clec-174,Y47D3B.6,Y58A7A.1,grl-16,abu-14,ZK180.5"	http://www.ncbi.nlm.nih.gov/pubmed/19251593
