WB_version,category_1,Additional_categories,Gene_set_name,Number_genes,Refs,Data_from,Rawdata,Selection_criteria,decided_by,Comment
NA,Mutants,NA,down by mir-34 overexpressed (Isik),207,https://www.ncbi.nlm.nih.gov/pubmed/27905558,Supplementary Table 1,GSE76413,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by mir-58 & mir-80 mutant,476,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60420,(fold>=2 & fdr <0.05),GSE60420,(fold>=2 & fdr <0.05),NA,added 2022.05.24
NA,Mutants,NA,down by mir-58 mutant,571,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60420,(fold>=2 & fdr <0.05),GSE60420,(fold>=2 & fdr <0.05),NA,added 2022.05.24
NA,Mutants,NA,"down by mir-58, mir-80, mir-81, mir-82 mutant",869,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60420,(fold>=2 & fdr <0.05),GSE60420,(fold>=2 & fdr <0.05),NA,added 2022.05.24
WS220,Mutants,development,Down by mir-60,6,https://pubmed.ncbi.nlm.nih.gov/27623524/,Table S3,GSE83239,p < 0.01; foldchange <= -2,JN,added 2022.05.24
NA,Mutants,NA,down by mir-60 mutant (Kato),27,https://www.ncbi.nlm.nih.gov/pubmed/27623524,Supplementary Table 3,GSE83239,NA,NA,add in 2017.07.26
NA,Chemicals/stress,NA,"down by mtl-1 KO,mtl-2(zs1) mutant",12,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29951,Re-analysis (fdr<0.05 & fold>=2),GSE29951,NA,NA,
NA,Chemicals/stress,NA,Down by MWCNT 24H vs. 0H,1265,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847,Rawdata,GSE24847,NA,NA,
NA,Chemicals/stress,NA,Down by MWCNT 4H vs. 0H,532,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847,Rawdata,GSE24847,NA,NA,
NA,Mutants,NA,"down by mys-1 RNAi, L3 (Lau)",27,https://www.ncbi.nlm.nih.gov/pubmed/27777629,Additional file 7: Table S2,GSE84307,NA,NA,add in 2017.07.26
NA,Microbes,NA,down by N. parisii at 30h,25,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,NA,NA,NA,
NA,Microbes,NA,down by N. parisii at 40h,185,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,NA,NA,NA,
NA,Microbes,NA,down by N. parisii at 64h,348,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,NA,NA,NA,
NA,Chemicals/stress,NA,"down by NaAs, N2",40,http://www.ncbi.nlm.nih.gov/pubmed/26920757,GSE supp file,GSE77976,NA,NA,add in 2016.06.03
NA,Chemicals/stress,NA,"down by NaAs, VZ1",20,http://www.ncbi.nlm.nih.gov/pubmed/26920757,GSE supp file,GSE77976,NA,NA,add in 2016.06.03
NA,Chemicals/stress,NA,down by NaAsc (Marni),22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66680,Re-analysis (adj<0.05),GSE66680,NA,NA,add in 2017.07.26
NA,Other,NA,down by NAC: icd-1 & icd2 RNAi (sterile mutant),726,http://www.ncbi.nlm.nih.gov/pubmed/25859040,Table S7,GSE35939,NA,NA,
WS283,Chemicals/stress,NA,Down by Neomycin/Streptomycin,45,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,Table S2,GSE81592,p < 0.05; foldchange <= -2,authors,added 2022.05.24
NA,Chemicals/stress,NA,down by Neomycin/Streptomycin ,46,https://www.ncbi.nlm.nih.gov/pubmed/27600703,Supplementary Table 2,GSE81592,NA,NA,add in 2017.07.27
n.a.,Mutants,development;epigenetics,Down by neuronal jmjd-1.2 overexpression,2244,https://pubmed.ncbi.nlm.nih.gov/27133168/,Supplementary file 4,GSE78990,padj < 0.05; foldchange <= 0,authors,added 2022.05.24
NA,Mutants,NA,down by nhr-25 RNAi,317,http://www.ncbi.nlm.nih.gov/pubmed/24651852,Table S4,GSE55988,NA,NA,
NA,Mutants,NA,down by nhr-62 mutant,43,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.05),GSE55988,NA,NA,
NA,Mutants,NA,down by nhr-62 mutant under eat-2 mutant,669,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.05),GSE55988,NA,NA,
NA,Mutants,NA,down by nhr-62; eat-2 mutants,423,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Table S2,GSE55225,NA,NA,
NA,Mutants,NA,down by nhr-8(hd117) mutant,228,http://www.ncbi.nlm.nih.gov/pubmed/23931753,Table S1,GSE48675,NA,NA,
NA,Mutants,NA,down by nicotinic acid (NA),616,http://www.ncbi.nlm.nih.gov/pubmed/24077178,Table S1,GSE48675,NA,NA,
NA,Mutants,NA,down by nipi-3 mutant (McEwan),70,https://www.ncbi.nlm.nih.gov/pubmed/27927200,Supplementary Table 2,GSE87052,NA,NA,add in 2017.07.26
NA,TF Targets,NA,down by npr-1 (ad609) mutant,53,http://www.ncbi.nlm.nih.gov/pubmed/24586193,Table S2,GSE47132,NA,NA,
NA,Mutants,NA,down by npr-1 (ky13) mutant,41,http://www.ncbi.nlm.nih.gov/pubmed/24586193,Re-analysis (pvalue<0.01 & fold>=2),GSE49307,NA,NA,
NA,Mutants,NA,down by npr-1 mutant (ur89),363,http://www.ncbi.nlm.nih.gov/pubmed/27066825,Re-analysis (adj_p<0.05 & Fold>2),GSE60063,NA,NA,add in 2016.06.03
NA,Mutants,NA,down by nuo-6 mutant,2268,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Table S1,GSE54024,NA,NA,
WS235,Microbes,NA,Down by Ochrobactrum MYb237 in Ad1,37,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb237 in Ad3,30,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb237 in Ad7,16,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb237 in L2,45,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb237 in L3,94,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb237 in L4,42,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb71 in Ad1,49,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb71 in Ad3,21,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb71 in Ad7,24,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb71 in L2,56,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb71 in L3,76,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
WS235,Microbes,NA,Down by Ochrobactrum MYb71 in L4,56,https://pubmed.ncbi.nlm.nih.gov/31440221/,Table S1,GSE111364,padj<0.05; foldchange <= -2,JN,added 2022.05.24
NA,Chemicals/stress,NA,down by Octopamine,188,https://www.ncbi.nlm.nih.gov/pubmed/28105749,Re-analysis (logFold>1),GSE89731,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by oga-1 (ok1207) mutant,502,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),GSE53732,NA,NA,
NA,Mutants,NA,down by ogt-1 (ok1474) mutant,338,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),GSE53732,NA,NA,
NA,Chemicals/stress,NA,"down by organic methylmercury chloride (MeHgCl), 2.0 and 7.5 uM",158,http://www.ncbi.nlm.nih.gov/pubmed/24118919,Table S4,GSE28915,NA,NA,
NA,Mutants,NA,down by osm-9 (King),1008,https://www.ncbi.nlm.nih.gov/pubmed/27111894,Re-analysis (adj<0.05),GSE73589,NA,NA,add in 2017.07.27
NA,Chemicals/stress,NA,down by oxidative stress,13,http://www.ncbi.nlm.nih.gov/pubmed/19627265,TableS2,GSE9301,NA,NA,
NA,Mutants,NA,down by P. aeruginosa (Bond),206,http://www.ncbi.nlm.nih.gov/pubmed/25474640,Re-analysis(fdr <0.05),GSE68351,NA,NA,
WS283,Microbes,NA,Down by P. aeruginosa 4h,266,https://www.tandfonline.com/doi/full/10.1080/21505594.2016.1222334,Table S3,GSE81592,p < 0.05; foldchange <= -2,authors,added 2022.05.24
NA,Microbes,NA,"down by P. aeruginosa at 12h, proteomics",131,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S5,NA,NA,NA,
NA,Microbes,NA,"down by P. aeruginosa at 4h, proteomics",18,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S3,NA,NA,NA,
NA,Microbes,NA,"down by P. aeruginosa at 8h, proteomics",114,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S4,NA,NA,NA,
NA,Microbes,NA,down by P. aeruginosa PA14 (Head),64,https://www.ncbi.nlm.nih.gov/pubmed/27600703,Supplementary Table 5,GSE81592,NA,NA,add in 2017.07.27
NA,Microbes,NA,down by P. aeruginosa PA14 (McEwan),22,https://www.ncbi.nlm.nih.gov/pubmed/27927200,Supplementary Table 4,GSE87052,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by P. aeruginosa PA14 at 12h,42,http://www.ncbi.nlm.nih.gov/pubmed/18927620,Re-analysis (fdr<0.01 & fold>=2),GSE15159,NA,NA,
NA,Microbes,NA,down by P. luminescens (Wong),602,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,NA,NA,NA,
NA,Microbes,NA,down by PA14 (Miller),52,http://www.ncbi.nlm.nih.gov/pubmed/26360906,Re-analysis(fdr <0.01),GSE72029,NA,NA,add in 2015.10.06
NA,Microbes,NA,"down by PA14, 12h",109,http://www.ncbi.nlm.nih.gov/pubmed/27066825,Additional file 15,GSE60063,NA,NA,add in 2016.06.03
NA,Microbes,NA,"down by PA14, 24h",608,http://www.ncbi.nlm.nih.gov/pubmed/27066825,Additional file 15,GSE60063,NA,NA,add in 2016.06.03
NA,Microbes,NA,"down by Pathogens: E. faecalis, E. carotovora, S. marcescens, P. luminescens",6,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,NA,NA,NA,
NA,Mutants,NA,down by pdf-1 mutant,31,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26228,Re-analysis (p<0.05 & Fold>1.5),GSE26228,NA,NA,add in 2016.06.08
NA,TF Targets,NA,down by peptide (13L) isolated from cocoa,32,http://www.ncbi.nlm.nih.gov/pubmed/23675471,Table S1,GSE49672,NA,NA,
NA,Mutants,NA,down by pgl-1 mutant (Knutson),273,https://www.ncbi.nlm.nih.gov/pubmed/28258184,Supplementary Table,GSE92690,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by P-granule RNAi (Knutson),115,https://www.ncbi.nlm.nih.gov/pubmed/28258184,Supplementary Table,GSE92690,NA,NA,add in 2017.07.26
NA,Microbes,NA,"down by P-granule RNAi (pgl-1, pgl-3, glh-1 and glh-4)",10,http://www.ncbi.nlm.nih.gov/pubmed/25968310,Supplementary Material 2,GSE68709,NA,NA,
NA,Other,NA,down by plep-1 mutant (young adult hermaphrodites),432,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68351,Supp Table 4,GSE61564,NA,NA,
NA,Microbes,NA,down by pmk-1 (km25) (Bond),851,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),GSE53732,NA,NA,
NA,Mutants,NA,down by pmk-1 mutant (McEwan),43,https://www.ncbi.nlm.nih.gov/pubmed/27927200,Supplementary Table 2,GSE87052,NA,NA,add in 2017.07.26
WS283,Mutants,NA,Down by pmt-2(RNAi),1324,https://pubmed.ncbi.nlm.nih.gov/30333136/,Table S2,GSE99763,ANOVA p<0.05; foldchange <= -1.5,authors,
NA,Mutants,NA,down by polyglutamines-expanded,46,http://www.ncbi.nlm.nih.gov/pubmed/24960609,Table S1,GSE59300,NA,NA,
NA,Mutants,NA,down by pos-1 RNAi,256,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57993,Re-analysis(fold>=2 & fdr <0.01),GSE57993,NA,NA,
NA,TF Targets,NA,down by prg-1 mutant,149,http://www.ncbi.nlm.nih.gov/pubmed/24767993,Dataset_S01,GSE40460,NA,NA,
NA,Chemicals/stress,NA,down by pristine silver nanomterials,34,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70509,Re-analysis(fdr <0.05),GSE70509,NA,NA,add in 2015.10.06
NA,Chemicals/stress,NA,Down by pRJ-Fr.5,297,http://www.ncbi.nlm.nih.gov/pubmed/21858156,Table S2.,GSE26094,NA,NA,
NA,Chemicals/stress,NA,Down by progesterone 10e-05,959,http://www.ncbi.nlm.nih.gov/pubmed/11795393,NA,GSE2970,NA,NA,
NA,Chemicals/stress,NA,Down by progesterone 10e-07,451,http://www.ncbi.nlm.nih.gov/pubmed/11795393,NA,GSE2970,NA,NA,
NA,Chemicals/stress,NA,Down by progesterone 10e-09,479,http://www.ncbi.nlm.nih.gov/pubmed/11795393,NA,GSE2970,NA,NA,
WS235,Chemicals/stress,NA,Down by proteasome inhibitor bortezomib (BTZ),111,https://pubmed.ncbi.nlm.nih.gov/30640956/,S4 Table,GSE118400,padj < 0.05; foldchange >= -2,JN,added 2022.05.24
WS283,Mutants,NA,"Down by prp-8, prp-31, prp-6 (RNAi)",66,https://pubmed.ncbi.nlm.nih.gov/26490224/,GEO Supplementary,GSE72952,p < 0.01; foldchange <= 0,authors,added 2022.05.24
WS283,Mutants,NA,"Down by prp-8, prp-31, prp-6 (RNAi) in glp-1 mutant",88,https://pubmed.ncbi.nlm.nih.gov/26490224/,GEO Supplementary,GSE72952,p < 0.01; foldchange <= 0,authors,added 2022.05.24
WS283,Mutants,NA,"Down by prp-8, prp-31, prp-6 (RNAi) in smg-1 mutant",139,https://pubmed.ncbi.nlm.nih.gov/26490224/,GEO Supplementary,GSE72952,p < 0.01; foldchange <= 0,authors,added 2022.05.24
NA,Mutants,NA,down by prp-8:prp-6:prp-31 RNAi on glp-4 mutant,88,http://www.ncbi.nlm.nih.gov/pubmed/26490224,Table S2,GSE72952,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by prp-8:prp-6:prp-31 RNAi on N2,65,http://www.ncbi.nlm.nih.gov/pubmed/26490224,Table S2,GSE72952,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by prp-8:prp-6:prp-31 RNAi on smg-1 mutant,139,http://www.ncbi.nlm.nih.gov/pubmed/26490224,Table S2,GSE72952,NA,NA,add in 2016.06.08
WBcel235,Chemicals/stress,NA,Down by Psora,610,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Chemicals/stress,NA,Down by Psora + Allantoin,1897,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
NA,Mutants,NA,down by puf-8 mutant on fbf-1;lip-1,15,http://www.ncbi.nlm.nih.gov/pubmed/25146970,File S2,GSE54030,NA,NA,add in 2015.10.06
NA,Chemicals/stress,NA,Down by Quercetin 200um,1115,http://www.ncbi.nlm.nih.gov/pubmed/22493606,SupplementaryMaterial5,GSE35354,NA,NA,
NA,Chemicals/stress,NA,Down by Quercetin 50um,115,http://www.ncbi.nlm.nih.gov/pubmed/22493606,SupplementaryMaterial5,GSE35354,NA,NA,
WBcel235,Chemicals/stress,NA,Down by Rapamycin + Allantoin,1385,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Chemicals/stress,NA,Down by Rapamycin + Metformin,2076,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Chemicals/stress,NA,Down by Rapamycin + Psora,210,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Chemicals/stress,NA,Down by Rapamycin + Rifampicin,1677,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Chemicals/stress,NA,Down by Rapamycin + Rifampicin + Psora,1126,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
NA,Mutants,NA,down by rapamycin under eat-2 mutant,295,http://www.ncbi.nlm.nih.gov/pubmed/26676933,Table S4 (Fold>2),GSE64336,NA,NA,add in 2016.06.09
NA,Mutants,NA,down by rde-4 mutant (Grishok),218,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,GSE13258,NA,NA,
NA,Mutants,NA,down by rde-4 mutant (Welker),89,http://www.ncbi.nlm.nih.gov/pubmed/17526642,Table S1,E-MEXP-956,NA,NA,
NA,Mutants,NA,down by rege-1 RNAi (Habacher),156,https://www.ncbi.nlm.nih.gov/pubmed/27746047,Re-analysis (adj<0.05),GSE75162,NA,NA,add in 2017.07.26
NA,Mutants,NA,Down by Resveratrol daf-16 mutant,2188,http://www.ncbi.nlm.nih.gov/pubmed/16256736,Table S1.,GSE4402,NA,NA,
NA,Development/Dauer/Aging,NA,Down by Resveratrol N2,200,http://www.ncbi.nlm.nih.gov/pubmed/16256736,Table S1.,GSE4402,NA,NA,
NA,Mutants,NA,down by rhy-1 mutant (Albores),386,http://www.biorxiv.org/content/early/2017/03/02/112920.1,Re-analysis (adj<0.05),GSE97355,NA,NA,add in 2017.07.26
WBcel235,Chemicals/stress,NA,Down by Rifampicin + Allantoin,2027,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Chemicals/stress,NA,Down by Rifampicin + Psora,1104,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
WBcel235,Chemicals/stress,NA,Down by Rifampicin + Psora + Allantoin,905,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,GSE108263,p<0.05; foldchange <= -2,authors,added 2022.05.24
NA,Chemicals/stress,NA,down by rotenone after 10days,23,http://www.ncbi.nlm.nih.gov/pubmed/24199155,Supplemental Table 6,GSE46051,NA,NA,
NA,Chemicals/stress,NA,down by rotenone after 1day,203,http://www.ncbi.nlm.nih.gov/pubmed/24199155,Supplemental Table 4,GSE46051,NA,NA,
NA,Other,NA,down by rotenone after 20days,40,http://www.ncbi.nlm.nih.gov/pubmed/24199155,Supp Table S2,GSE33313,NA,NA,
NA,Chemicals/stress,NA,down by rotenone after 5days,436,http://www.ncbi.nlm.nih.gov/pubmed/24199155,Supplemental Table 5,GSE46051,NA,NA,
NA,Microbes,NA,Down by RPW-24,59,http://www.ncbi.nlm.nih.gov/pubmed/22719261,Table S1,GSE37266,NA,NA,
NA,TF Targets,NA,down by Rutile Bulk,474,http://www.ncbi.nlm.nih.gov/pubmed/25211548,Table S2,GSE58171,NA,NA,
NA,Chemicals/stress,NA,down by Rutile Nano,536,http://www.ncbi.nlm.nih.gov/pubmed/25211548,Re-analysis (p<0.01 & fold>=2 at all concentrations),GSE59475,NA,NA,
NA,Microbes,NA,down by S. aureus (Bond),292,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),GSE53732,NA,NA,
NA,Chemicals/stress,NA,down by S. enterica SL2048 under fer-1 mutant,930,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S2,GSE54212,NA,NA,
NA,Microbes,NA,down by S. marcescens (Wong),621,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,NA,NA,NA,
NA,Mutants,NA,down by sams-1 RNAi,131,http://www.ncbi.nlm.nih.gov/pubmed/26321661,Supplemental Table S2,GSE70693,NA,NA,add in 2015.10.06
NA,Mutants,NA,down by sbp-1 RNAi,107,http://www.ncbi.nlm.nih.gov/pubmed/26321661,Supplemental Table S2,GSE70692,NA,NA,add in 2015.10.06
NA,Mutants,NA,down by sek-1 mutant (Wu),109,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92902,Re-analysis (adj<0.05),GSE92902,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by ser-3;ser-6 mutant,82,https://www.ncbi.nlm.nih.gov/pubmed/28105749,Re-analysis (logFold>1),GSE89731,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by set-1 heterozygous mutant L3,168,http://www.ncbi.nlm.nih.gov/pubmed/26641248,S3 File (adj_p < 0.05),GSE67650,NA,NA,add in 2016.06.03
NA,Mutants,NA,down by set-2 mutant,64,http://www.ncbi.nlm.nih.gov/pubmed/25310986,Table S1,GSE61094,NA,NA,
NA,Mutants,NA,down by set-25 mutant (eemb),725,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100726,Re-analysis (logFold>0.5),GSE100726,NA,NA,add in 2017.07.24
NA,Mutants,NA,down by set-25 mutant (Klosin),94,https://www.ncbi.nlm.nih.gov/pubmed/28428426,Re-analysis (adj<0.05),GSE83528,NA,NA,add in 2017.07.25
WS250,Mutants,development;epigenetics,Down by set-26,531,https://pubmed.ncbi.nlm.nih.gov/29714684/,Supplementary file 2,GSE100623,FDR<0.05,authors,added 2022.05.24
NA,DAF/Insulin/food,NA,down by set-4 mutant (Delaney),107,https://www.ncbi.nlm.nih.gov/pubmed/28209779,Supp. Table S1,GSE89295,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by set-4 mutant mixed embryos,30,http://www.ncbi.nlm.nih.gov/pubmed/26641248,S3 File (adj_p < 0.05),GSE67650,NA,NA,add in 2016.06.03
WS250,Mutants,development;epigenetics,Down by set-9,560,https://pubmed.ncbi.nlm.nih.gov/29714684/,Supplementary file 2,GSE100623,FDR<0.05,authors,added 2022.05.24
NA,Mutants,NA,down by sig-7 RNAi,1430,https://www.ncbi.nlm.nih.gov/pubmed/27541139,Supplementary Table 2,GSE85442,NA,NA,add in 2017.07.27
NA,Chemicals/stress,NA,down by silver nitrate,77,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70509,Re-analysis(fdr <0.05),GSE70509,NA,NA,add in 2015.10.06
NA,Chemicals/stress,NA,down by single-walled carbon nanotubes (SWCNTs),1872,http://www.ncbi.nlm.nih.gov/pubmed/23623425,Additional file 3,GSE38997,NA,NA,
NA,TF Targets,NA,down by sir-2.1(O/E),461,http://www.ncbi.nlm.nih.gov/pubmed/21909281,Table S1,GSE26582,NA,NA,
NA,Mutants,NA,"down by skn-1 mutant, independent of sodium arsenite",140,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS7,NA,NA,NA,
NA,Mutants,NA,"down by skn-1 mutant, normal culture",232,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS1,NA,NA,NA,
NA,Mutants,NA,"down by skn-1 mutant, UP by sodium arsenite",117,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS5,NA,NA,NA,
NA,Mutants,NA,"down by skn-1 mutant, UP by tert-butyl hydrogen peroxide",64,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS8,NA,NA,NA,
NA,Mutants,NA,down by skn-1 under daf-2 mutant,475,http://www.ncbi.nlm.nih.gov/pubmed/25517099,Supplementary Table 3,NA,NA,NA,
n.a.,Chemicals/stress,mutants,down by skn-1(RNAi) at 24 h,329,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,GSE107704,q < 0.05; B >= 1 or B <= -1,authors,added 2022.05.24
n.a.,Chemicals/stress,mutants,down by skn-1(RNAi) in dpy-7,398,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,GSE107704,q < 0.05; B >= 1 or B <= -1,authors,added 2022.05.24
NA,Mutants,NA,down by smg-2 depletion,628,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,NA,NA,NA,
NA,Mutants,NA,down by smgl-1 depletion,1051,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,NA,NA,NA,
NA,Mutants,NA,down by smgl-2 depletion,37,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,NA,NA,NA,
NA,Other,NA,down by spaceflight,10,http://www.ncbi.nlm.nih.gov/pubmed/18392117,Table 1,SMD,NA,NA,
NA,DAF/Insulin/food,NA,"down by starvation, all stages (Gilst)",8,http://www.ncbi.nlm.nih.gov/pubmed/16157872,Supplemental Table 3,NA,NA,NA,
NA,DAF/Insulin/food,NA,"down by Starvation, GR1307 (daf-16) mutant (Baugh)",686,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99201,Re-analysis (logFold>1&adj<0.05),GSE99201,NA,NA,add in 2017.07.24
NA,DAF/Insulin/food,NA,"down by starvation, L4/adults (Gilst)",22,http://www.ncbi.nlm.nih.gov/pubmed/16157872,Supplemental Table 3,NA,NA,NA,
NA,DAF/Insulin/food,NA,"down by Starvation, N2 (Baugh)",922,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99201,Re-analysis (logFold>1&adj<0.05),GSE99201,NA,NA,add in 2017.07.24
NA,Chemicals/stress,NA,down by starved (Mueller),1509,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 10,GSE51162,NA,NA,
WS283,Mutants,NA,Down by swsn-2.2 (RNAi),346,https://pubmed.ncbi.nlm.nih.gov/26739451/,GEO Supplementary,GSE75703,p < 0.01; foldchange <= 0,authors,added 2022.05.24
NA,Mutants,NA,down by swsn-2.2 RNAi,347,http://www.ncbi.nlm.nih.gov/pubmed/26739451,GSE supp file,GSE75703,NA,NA,add in 2016.06.07
NA,Chemicals/stress,NA,Down by Tannic acid 100um,127,http://www.ncbi.nlm.nih.gov/pubmed/22493606,SupplementaryMaterial5,GSE35354,NA,NA,
NA,Chemicals/stress,NA,Down by Tannic acid 200um,362,http://www.ncbi.nlm.nih.gov/pubmed/22493606,SupplementaryMaterial5,GSE35354,NA,NA,
NA,Chemicals/stress,NA,Down by Tannic acid 300um,1251,http://www.ncbi.nlm.nih.gov/pubmed/22493606,SupplementaryMaterial5,GSE35354,NA,NA,
