Category	Term	Counts	ListSize	PopHit	Pop.Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Mutants	UP glp-4 vs. wt Adult	74	234	2250	29469	3.05E-10	0.00000007	2.59E-08	"B0507.3,C05C12.4,C06B8.2,C12D12.1,lys-8,C17H12.6,hpo-15,C31B8.7,dod-21,C32H11.9,math-20,C44H9.6,C49A9.6,C50F4.1,cyp-33C9,D2007.1,D2092.1,ugt-43,ech-9,ifb-2,F14B8.6,F14H3.12,F19C7.1,ttr-37,asp-6,F31F7.1,clec-62,clec-65,clec-66,dct-17,F40F4.6,F42C5.4,F42G2.2,fbxa-182,btb-9,F46G10.4,fbxa-188,clec-24,F54D5.4,klf-3,egas-4,F55G1.15,F55G11.2,F55G11.8,nhr-193,H34I24.2,K06G5.1,K08D8.5,K11E4.2,clec-265,ifc-2,T01D3.6,T02C5.1,fbxa-135,fbxa-54,fbxa-55,T18D3.7,ugt-54,T25D10.1,col-2,lys-1,lys-2,Y39D8A.1,Y40D12A.2,Y48A6B.7,Y57G7A.1,hum-8,plc-2,fbxa-89,ZC196.1,fbxa-29,fbxa-31,ZK1240.2,ZK856.5"	http://www.ncbi.nlm.nih.gov/pubmed/17096596
DAF/Insulin/food	down by daf-2 mutant (Knutson)	39	234	494	29469	3.43E-11	7.86E-08	2.81E-08	"C06B8.2,C12D12.1,C17H12.6,hpo-15,dod-21,C32H11.4,C32H11.9,gba-1,ugt-43,ifb-2,F14B8.6,F14H3.12,F19C7.1,asp-6,cyp-37B1,clec-63,clec-66,F40F4.6,dod-23,F49F1.7,F54D5.4,ora-1,vit-3,vit-4,K06G5.1,K08D8.5,dod-17,clec-265,ifc-2,scav-5,lipl-3,T01D3.6,clec-173,Y34B4A.6,Y39D8A.1,Y40D12A.2,Y48A6B.7,ZK287.9,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/26976573
DAF/Insulin/food	down by daf-2 mutant (Chen)	53	234	1094	29469	8.59E-12	0.000000197	6.79E-10	"C03B1.14,C06B8.2,C12D12.1,lys-8,C17H12.6,hpo-15,oac-5,dod-21,C32H11.4,D2007.1,ugt-43,fbxa-18,ifb-2,F14H3.12,spp-18,F31F7.1,clec-66,dct-17,F40F4.6,F46G10.4,dod-23,F49F1.6,F54D5.4,lipl-1,F55G11.2,vit-3,vit-4,slcf-1,H20E11.3,K02A11.4,K08D8.5,dod-17,clec-265,ifc-2,T01D3.6,fbxa-55,clec-173,W04B5.3,Y102A11A.1,Y110A2AL.3,lys-1,lys-2,dmsr-2,Y34B4A.6,Y40C7B.4,Y48A6B.7,clec-83,clec-84,clec-82,lec-6,Y55F3BR.11,Y82E9BL.18,ZK1320.3"	http://www.ncbi.nlm.nih.gov/pubmed/24332851
Mutants	UP glp-4 vs. glp-4;sek-1	22	234	94	29469	9.04E-10	0.0000207	6.91E-08	"lys-8,C17H12.6,dod-21,C32H11.4,C32H11.9,F01D5.1,asp-6,clec-65,clec-66,dct-17,F54D5.4,F55G11.2,F55G11.7,F55G11.8,K08D8.5,dod-17,T01D3.6,lys-1,lys-2,Y40D12A.2,ZK1320.3,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/17096597
Mutants	UP glp-1 mutant	54	234	1203	29469	9.47E-10	0.00000217	0.00000007	"C05C12.4,C08B6.3,math-15,C17H12.6,C18A3.10,C32H11.4,fbxa-176,math-20,C49A9.6,D2092.1,ugt-43,F01D5.1,ech-9,fbxa-18,cyp-37B1,F31E9.3,F42C5.4,fbxa-182,btb-9,clec-24,lipl-1,F55G11.2,F55G11.7,F55G11.8,fbxa-190,F56D6.8,nhr-193,H20E11.3,K04G11.3,dod-17,M04D5.3,R10E8.8,lipl-3,fbxa-135,fbxa-67,fbxa-54,fbxa-55,T23F4.3,T25D10.1,clec-173,Y110A2AL.3,Y52E8A.3,fbxa-219,clec-84,clec-82,skr-4,hum-8,Y71G12B.32,Y82E9BL.18,Y94H6A.2,Y9C9A.8,ZC196.1,fbxa-31,clec-143"	http://www.ncbi.nlm.nih.gov/pubmed/23499532
Microbes	UP by P. aeruginosa PA14 (Head)	23	234	123	29469	0.00000013	0.000298	0.000000931	"C17H12.6,C32H11.4,C50F4.1,ech-9,clec-45,clec-66,dct-17,F49F1.6,F49F1.7,F55G11.2,F55G11.8,H20E11.3,K08D8.5,K09C4.1,dod-17,clec-265,R03G8.3,fbxa-74,comt-2,Y40D12A.2,Y41D4B.17,Y52E8A.3,clec-143"	https://www.ncbi.nlm.nih.gov/pubmed/27600703
Microbes	UP by P. aeruginosa (Bond)	29	234	258	29469	0.000000149	0.000341	0.0000103	"B0507.3,C17H12.6,hpo-15,dod-21,C32H11.4,C32H11.9,clec-45,clec-46,fbxa-88,F13H8.1,srj-29,clec-66,btb-9,F49F1.6,F49F1.7,lipl-1,F55G11.2,F55G11.7,K08D8.5,dod-17,R03G8.3,fbxa-54,ugt-54,comt-2,Y41D4B.17,Y52E8A.3,clec-85,Y82E9BR.5,clec-143"	http://www.ncbi.nlm.nih.gov/pubmed/25474640
Mutants	down by aak-2 overexpressed and daf-2 mutant	45	234	849	29469	0.000000279	0.000000639	0.0000188	"C12D12.1,C13C4.6,lys-8,C17H12.6,hpo-15,dod-21,C32H11.9,D2007.1,ugt-43,ech-9,fbxa-18,F14H3.12,F19C7.1,srj-29,clec-62,clec-65,F40F4.6,btb-9,dod-23,F49F1.7,F54D5.4,F55G11.2,ora-1,vit-3,vit-4,slcf-1,H34I24.2,K06G5.1,K08D8.5,K09C4.1,dod-17,K11E4.2,lact-3,ifc-2,R03G8.3,T01D3.6,T20F7.3,clec-173,Y110A2AL.3,Y40C5A.1,Y40C7B.4,Y40D12A.2,ZK1320.3,ZK418.6,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
Mutants	down by daf-2;rsks-1 mutant	53	234	1248	29469	3.57E-08	0.000082	0.0000234	"C03B1.14,C06B8.2,C12D12.1,lys-8,C17H12.6,oac-5,dod-21,C32H11.4,gba-1,D2007.1,ugt-43,ech-9,fbxa-18,ifb-2,spp-18,F31F7.1,clec-66,dct-17,F40F4.6,F46G10.4,dod-23,F49F1.6,F54D5.4,lipl-1,F55G1.15,F55G11.2,slcf-1,K02A11.4,K08D8.5,dod-17,clec-265,ifc-2,T01D3.6,fbxa-55,clec-173,W04B5.3,Y102A11A.1,clec-35,fbxa-74,lys-1,lys-2,dmsr-2,comt-2,Y34B4A.6,Y40C7B.4,Y48A6B.7,clec-84,clec-82,lec-6,Y55F3BR.11,Y82E9BL.18,ZK1320.3,ZK418.6"	http://www.ncbi.nlm.nih.gov/pubmed/24332851
Microbes	PA14 Infection induced	26	234	195	29469	6.01E-08	0.00138	0.00000383	"C17H12.6,C32H11.4,D2007.1,F01D5.1,F19C7.1,spp-18,F31F7.1,clec-62,clec-66,dct-17,F54D5.4,klf-3,F55G11.2,F55G11.7,F55G11.8,H20E11.3,K08D8.5,dod-17,T01D3.6,T25D10.1,fbxa-74,lys-1,lys-2,comt-2,Y41D4B.17,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/16968778
Mutants	Activated by glp-1 mutant (Germ cell absence)	53	234	1303	29469	0.00000249	0.000571	0.000154	"acl-12,C05C12.4,C08B6.3,C12D12.1,lys-8,C17H12.6,hpo-15,C32H11.4,math-20,C50F4.1,D2092.1,ugt-43,F01D5.1,ech-9,fbxa-88,fbxa-18,ifb-2,F13H8.11,F19C7.1,F21A3.11,cyp-37B1,F31F7.1,nhr-8,clec-62,clec-66,dct-17,fbxa-182,fbxa-4,fbxa-87,lipl-1,ora-1,fozi-1,K06G5.1,clec-265,M04D5.3,R10E8.8,lipl-3,T01D3.6,T02C5.1,fbxa-135,fbxa-54,T23F4.3,W04B5.3,pcp-4,dmsr-2,fpn-1.1,clec-83,clec-84,Y54G2A.49,clec-82,skr-4,hum-8,Y94H6A.2"	http://www.ncbi.nlm.nih.gov/pubmed/26196144
Chemicals/stress	UP by HF-HQ 2.0 3D	47	234	994	29469	0.00000256	0.0000588	0.0000155	"B0507.3,acl-12,C03B1.14,C12D12.1,hpo-15,math-20,C49A9.6,C50F4.1,D2007.1,ech-9,ifb-2,F19C7.1,asp-6,spp-18,cyp-37B1,nhr-8,clec-62,clec-65,clec-66,dct-17,F40F4.6,F42C5.4,F42G2.2,F42G2.5,F55G1.15,H34I24.2,K06G5.1,K09C4.1,ifc-2,scav-5,T01D3.6,fbxa-67,fbxa-54,T24F1.5,T25D10.1,W04B5.3,Y110A2AL.3,fbxa-74,Y40C5A.1,Y41D4B.17,Y48A6B.7,clec-83,lec-6,skr-4,cln-3.3,ZK1320.3,ZK856.5"	http://www.ncbi.nlm.nih.gov/pubmed/22529848
DAF/Insulin/food	UP by daf-2 mutant (Kumar)	43	234	840	29469	0.0000121	0.00277	0.000071	"acl-12,lys-8,C17H12.6,gba-1,F01D5.1,ech-9,F12A10.7,F14H3.12,F21A3.11,ttr-37,asp-6,spp-18,F31F7.1,clec-62,clec-63,clec-65,fbxa-182,F42G2.5,fbxa-188,lipl-1,F56D6.8,H20E11.3,H34I24.2,cyp-35B2,K08D8.5,M04D5.3,R03G8.3,T23F4.3,ugt-54,col-2,lys-1,lys-2,Y41D4B.17,Y52E8A.3,clec-83,Y54G2A.49,clec-85,clec-82,lec-6,Y57G7A.1,skr-4,ZC196.1,ZK1320.3"	http://www.ncbi.nlm.nih.gov/pubmed/26539642
Mutants	Down jun-1 mutant vs. wt by Fed	37	234	584	29469	0.0000137	0.0315	0.0000787	"acl-12,C12D12.1,lys-8,C17H12.6,hpo-15,oac-5,C32H11.4,C50F4.1,cyp-33C9,D2007.1,ugt-43,F01D5.1,F19C7.1,F31F7.1,clec-65,clec-66,dct-17,F40F4.6,F54D5.4,lipl-1,F55G1.15,F55G11.2,K08D8.5,dod-17,K11E4.2,T20F7.3,lys-2,comt-2,fpn-1.1,Y40C7B.4,Y40D12A.2,clec-85,hum-8,fbxa-80,ZK1320.3,ZK856.5,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/23352664
Microbes	"UP by B. thuringiensis at 12h (BT247, 1:2) (Yang)"	47	234	1058	29469	0.00000319	0.00732	0.00178	"acl-12,C06B8.2,C08B6.3,hpo-15,D2007.1,ech-9,clec-45,F13H8.1,F14B8.6,F14E5.1,F14E5.8,clec-62,clec-65,clec-66,F42C5.4,fbxa-182,fbxa-4,fbxa-87,btb-9,F49F1.7,klf-3,fbxa-190,F56D6.8,K06A4.7,clec-265,R03G8.3,R10E8.8,T01D3.6,fbxa-54,T25D10.1,srz-99,Y110A2AL.3,srd-64,fbxa-74,lys-1,lys-2,Y39D8A.1,Y40C5A.1,clec-83,lec-6,Y71G12B.32,linc-40,Y82E9BR.21,Y82E9BR.23,Y82E9BR.5,ZK287.9,clec-58"	http://www.ncbi.nlm.nih.gov/pubmed/25720978
Mutants	UP by sams-1 RNAi	41	234	772	29469	0.00000348	0.00799	0.0019	"B0244.10,acl-12,C06B8.2,C12D12.1,C31B8.7,dod-21,C44H9.6,C50F4.1,F13H8.11,F14H3.12,F21A3.11,spp-18,F31F7.1,nhr-8,clec-62,dct-17,F40F4.6,fbxa-182,F42G2.5,fbxa-188,klf-3,F55G1.15,slcf-1,H34I24.2,fozi-1,K06G5.1,scav-5,R10E8.8,fbxa-55,W04B5.3,fbxa-21,fbxa-74,lys-2,Y39D8A.1,Y40C5A.1,Y41D4B.17,clec-83,skr-4,Y71G12B.32,Y82E9BL.18,fbxa-31"	http://www.ncbi.nlm.nih.gov/pubmed/26321661
Mutants	UP by nhr-62; eat-2 mutants	38	234	643	29469	0.0000371	0.0085	0.00198	"C06B8.2,C12D12.1,gba-1,C50F4.1,F01D5.1,ifb-2,F13H8.1,F14B8.6,F14H3.12,spp-18,cyp-37B1,F31F7.1,clec-62,clec-63,clec-65,F40F4.6,F42G2.2,clec-24,nhr-193,H34I24.2,fozi-1,K06G5.1,nhr-99,ifc-2,lipl-3,T09E11.11,T23F4.3,T24F1.5,ugt-54,clec-173,fbxa-21,Y41D4B.17,Y43F8B.24,Y48A6B.7,clec-83,clec-82,hum-8,Y94H6A.2"	http://www.ncbi.nlm.nih.gov/pubmed/23935515
Microbes	down by N. parisii at 64h	30	234	348	29469	0.000000411	0.00943	0.00214	"C05C12.4,C32H11.4,gba-1,ugt-43,F01D5.1,ech-9,F13H8.11,spp-18,cyp-37B1,clec-65,F54D5.4,lipl-1,F56D6.8,vit-3,vit-4,K08D8.5,clec-265,lipl-3,T01D3.6,T23F4.3,clec-173,lys-1,lys-2,Y40D12A.2,clec-83,Y54G2A.49,clec-85,clec-82,lec-6,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/24945527
Mutants	UP glp-4 vs. wt L4	50	234	1250	29469	0.000106	0.0243	0.000539	"C05C12.4,lys-8,C17H12.6,hpo-15,dod-21,C32H11.9,math-20,C44H9.6,C49A9.6,C50F4.1,D2007.1,ech-9,fbxa-88,F14B8.6,F14H3.12,F19C7.1,cyp-37B1,F31F7.1,clec-62,clec-63,clec-65,clec-66,psa-3,F42C5.4,fbxa-182,fbxa-188,lipl-1,F55G1.15,F55G11.2,F55G11.7,F55G11.8,nhr-193,slcf-1,K06G5.1,K08D8.5,K11E4.2,lipl-3,T01D3.6,T02C5.1,T09E11.11,fbxa-54,lys-1,lys-2,comt-2,Y57G7A.1,ZC196.1,fbxa-31,ZK1240.2,ZK1320.3,ZK856.5"	http://www.ncbi.nlm.nih.gov/pubmed/17096596
Chemicals/stress	UP by X-ray at 2h	23	234	167	29469	0.000139	0.318	0.0000692	"C17H12.6,dod-21,C32H11.4,D2007.1,F01D5.1,clec-65,clec-66,F49F1.6,F49F1.7,F54D5.4,F55G11.2,F55G11.8,K08D8.5,dod-17,clec-265,T01D3.6,lys-1,lys-2,clec-85,skr-4,fbxa-89,ZK856.5,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/18627611
Mutants	"UP lin-35 mutant( n745, NULL) L4"	50	234	1261	29469	0.000153	0.035	0.000745	"C03B1.14,C13C4.6,math-15,dod-21,C32H11.4,gba-1,C50F4.1,D2007.1,F01D5.1,F14H3.12,F19C7.1,spp-18,cyp-37B1,F31F7.1,clec-62,clec-63,clec-64,clec-65,clec-66,fbxa-182,btb-9,dod-23,F49F1.6,F49F1.7,F54D5.4,F55G11.2,F55G11.8,vit-4,H20E11.3,H34I24.2,K06G5.1,nhr-99,T09E11.11,fbxa-67,T24F1.5,pcp-4,fbxa-74,lys-1,fpn-1.1,Y41D4B.17,clec-85,clec-82,lec-6,Y57G7A.1,skr-4,plc-2,Y94H6A.2,Y9C9A.8,clec-143,ZK856.5"	http://www.ncbi.nlm.nih.gov/pubmed/17368442
Mutants	UP DBL-1 ++ vs. SMA-6 -	53	234	1440	29469	0.000209	0.478	0.000997	"C12D12.1,C13C4.6,math-15,lys-8,math-20,cyp-33C9,F01D5.1,ifb-2,F13H8.1,F14B8.6,F19C7.1,clec-62,clec-63,clec-64,clec-65,clec-66,psa-3,F42G2.2,btb-9,fbxa-188,F54D5.4,F55G1.15,F55G11.2,F55G11.8,slcf-1,H34I24.2,K08D8.5,dod-17,K11E4.2,clec-265,nhr-99,ifc-2,R03G8.3,lipl-3,T01D3.6,T02C5.1,T09E11.11,fbxa-54,pcp-4,lys-1,lys-2,dmsr-2,Y41D4B.17,lec-6,Y57G7A.1,skr-4,hum-8,Y9C9A.8,cln-3.3,ZK1320.3,clec-58,ZK856.5,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/20529267
TF Targets	Age-regulated elt-2 targets	27	234	276	29469	0.00023	0.0527	0.0108	"C05C12.4,C06B8.2,lys-8,hpo-15,C32H11.4,F01D5.1,ech-9,F19C7.1,spp-18,F31F7.1,clec-63,dct-17,F40F4.6,F42G2.2,F54D5.4,lipl-1,egas-4,F55G11.8,K06G5.1,K08D8.5,T01D3.6,lys-1,lys-2,Y40D12A.2,Y48A6B.7,ZK1320.3,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/27070429
Development/Dauer/Aging	down in day 12 vs. day 2 (Pu)	57	234	1691	29469	0.00003	0.0687	0.0137	"C06B8.2,C12D12.1,lys-8,C17H12.6,hpo-15,oac-5,C32H11.4,cyp-33C9,F01D5.1,ech-9,fbxa-88,fbxa-18,ifb-2,F19C7.1,F31F7.1,clec-63,clec-64,clec-65,clec-66,dct-17,F40F4.6,dod-23,F49F1.7,F54D5.4,F55G11.2,F55G11.8,H20E11.3,K06A4.7,K08D8.5,dod-17,clec-265,ifc-2,scav-5,T01D3.6,T23F4.3,W04B5.3,Y102A11A.1,Y110A2AL.3,pcp-4,lys-1,lys-2,comt-2,Y34B4A.6,Y39D8A.1,Y40D12A.2,Y41D4B.17,Y48A6B.7,clec-83,clec-84,Y54G2A.49,clec-85,lec-6,Y57G7A.1,ZK1320.3,clec-143,ZK856.5,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/25838541
Mutants	UP by smg-2 depletion	52	234	1403	29469	0.000392	0.0898	0.0176	"C17H12.6,hpo-15,oac-5,C32H11.4,C44H9.6,ugt-43,F01D5.1,fbxa-88,fbxa-18,F14E5.1,cyp-37B1,F31E9.3,F31F7.1,clec-66,F42G2.5,fbxa-4,clec-24,F49F1.6,F49F1.7,F55G11.2,F55G11.8,H20E11.3,dod-17,clec-265,nhr-99,M03D4.6,lact-3,T01D3.6,fbxa-55,T23F4.3,srz-99,clec-173,clec-35,Y110A2AL.3,pes-4,fbxa-21,Y22D7AR.7,srd-64,fbxa-74,lys-2,Y48C3A.5,Y54G2A.49,clec-82,Y71G12B.32,plc-2,fbxa-80,Y82E9BR.21,Y82E9BR.5,Y94H6A.2,ZC196.1,ZK1240.2,clec-143"	http://www.ncbi.nlm.nih.gov/pubmed/23828042
Mutants	UP tdp-1 mutant	54	234	1567	29469	0.00152	0.348	0.0669	"acl-12,C03B1.14,C06B8.2,lys-8,hpo-15,C32H11.9,math-20,C45E1.4,C50F4.1,D2007.1,ech-9,F14B8.6,F14H3.12,F19C7.1,asp-6,spp-18,cyp-37B1,F31F7.1,nhr-8,clec-62,clec-63,clec-65,clec-66,btb-9,dod-23,F54D5.4,F55G1.15,F55G11.8,H20E11.3,H34I24.2,K06G5.1,K08D8.5,K12C11.6,nhr-99,M04D5.3,lact-3,ifc-2,scav-5,T01D3.6,fbxa-55,W02D7.8,W04B5.3,Y102A11A.1,pcp-4,lys-2,Y39D8A.1,Y40C7B.4,Y48A6B.7,clec-85,clec-82,skr-4,fbxa-80,Y82E9BR.5,ZK856.5"	http://www.ncbi.nlm.nih.gov/pubmed/22232551
Chemicals/stress	Down HS F3 vs. CTL F3	38	234	736	29469	0.00339	0.777	0.0147	"acl-12,C05C12.4,C12D12.1,hpo-15,gba-1,math-20,C49A9.6,C50F4.1,ugt-43,clec-45,fbxa-88,ifb-2,F19C7.1,cyp-37B1,nhr-8,clec-66,dct-17,F54D5.4,F55G11.7,F55G11.8,K06A4.7,K06G5.1,K08D8.5,K09C4.1,clec-265,ifc-2,scav-5,T01D3.6,T02C5.1,ugt-54,lys-2,Y34B4A.6,clec-83,skr-4,hum-8,fbxa-31,ZK1320.3,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/20816092
Mutants	UP rde-4 mutant	30	234	411	29469	0.000403	0.924	0.171	"acl-12,C13C4.6,lys-8,C32H11.4,gba-1,math-20,D2007.1,ugt-43,F14H3.12,F31F7.1,clec-62,clec-63,F40F4.6,fbxa-182,F49F1.7,F54D5.4,F55G11.2,F55G11.8,H20E11.3,K06G5.1,K08D8.5,clec-265,R03G8.3,T02C5.1,fbxa-55,lys-1,lys-2,clec-83,clec-85,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/17526642
Chemicals/stress	UP by gamma ray at 6h	24	234	222	29469	0.000456	10.5	0.19	"C12D12.1,dod-21,C32H11.4,F01D5.1,clec-65,clec-66,dod-23,F49F1.6,F54D5.4,F55G11.2,F55G11.8,K08D8.5,dod-17,clec-265,T01D3.6,T09E11.11,pcp-4,lys-1,lys-2,comt-2,clec-85,Y57G7A.1,Y9C9A.8,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/18627611
Tissue	UP in germline-ablated animals	47	234	1206	29469	0.000571	13.1	0.234	"acl-12,C03B1.14,C05C12.4,lys-8,C18A3.10,hpo-15,C32H11.4,gba-1,ugt-43,F01D5.1,ech-9,F19C7.1,F31F7.1,clec-62,clec-63,clec-65,dct-17,F40F4.6,F41G3.18,fbxa-87,F49F1.7,F54D5.4,F55G11.8,F56D6.8,vit-4,H20E11.3,K06A4.7,K08D8.5,K11E4.2,K12C11.6,K12C11.7,lact-3,T01D3.6,T02C5.1,T23F4.3,clec-173,Y110A2AL.3,lys-1,lys-2,Y34B4A.6,Y34F4.5,Y41D4B.17,Y54G2A.49,clec-85,lec-6,plc-2,ZK1320.3"	http://www.ncbi.nlm.nih.gov/pubmed/25093668
Microbes	UP to PA14	25	234	258	29469	0.000949	21.7	0.0382	"C32H11.4,C50F4.1,ech-9,clec-45,fbxa-18,F14H3.12,ttr-37,cyp-37B1,dct-17,F49F1.7,F55G11.8,fbxa-190,K08D8.5,K09C4.1,clec-265,R03G8.3,T01D3.6,ugt-54,clec-173,comt-2,Y40C7B.4,Y40D12A.2,Y41D4B.17,fbxa-80,clec-143"	http://www.ncbi.nlm.nih.gov/pubmed/17096597
DAF/Insulin/food	Down daf-16 vs. daf-2	31	234	463	29469	0.0103	23.6	0.0407	"C12D12.1,C17H12.6,hpo-15,dod-21,C32H11.4,C32H11.9,ech-9,F14H3.12,asp-6,cyp-37B1,F31F7.1,clec-66,dct-17,F40F4.6,F46G10.4,dod-23,F55G11.2,F55G11.7,F55G11.8,H20E11.3,K06G5.1,K08D8.5,dod-17,R03G8.3,scav-5,lipl-3,T01D3.6,T09E11.11,lys-1,Y48A6B.7,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/12882324
DAF/Insulin/food	Down N2-Cel-RhebRNAi-fed	29	234	390	29469	0.00108	2.48	0.421	"lys-8,C17H12.6,ugt-43,F01D5.1,ech-9,fbxa-18,F19C7.1,cyp-37B1,clec-63,clec-65,F40F4.6,F54D5.4,lipl-1,F55G11.8,ora-1,vit-3,vit-4,H34I24.2,K08D8.5,R03G8.3,clec-173,lys-2,fpn-1.1,Y40C7B.4,Y40D12A.2,Y41D4B.17,clec-85,ZK1320.3,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/19079239
Chemicals/stress	UP by UV irradiation	33	234	549	29469	0.0149	34.3	0.0571	"C17H12.6,dod-21,C32H11.4,C32H11.9,C50F4.1,D2007.1,F01D5.1,clec-45,clec-46,spp-18,nhr-8,clec-65,clec-66,dct-17,F40F4.6,F49F1.6,F54D5.4,F55G1.15,F55G11.2,F55G11.8,K08D8.5,dod-17,clec-265,T01D3.6,pcp-4,lys-1,lys-2,Y39D8A.1,Y41D4B.17,clec-85,Y9C9A.8,ZK1320.3,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/25419847
